,id,product_uid,relevance,len_of_query,word_in_title,word_in_description
40683,124074,142484,2.67,6,1,4
40684,124075,142484,3.0,2,2,2
40685,124076,142485,2.33,4,2,3
40686,124084,142488,1.67,2,1,1
40687,124087,142489,3.0,3,2,1
40688,124089,142490,2.67,3,3,2
40689,124090,142491,3.0,2,2,2
40690,124094,142495,3.0,6,5,4
40691,124097,142495,2.0,3,0,1
40692,124101,142497,2.0,3,2,2
40693,124104,142500,3.0,3,3,3
40694,124105,142500,2.67,5,4,4
40695,124109,142502,3.0,3,2,2
40696,124110,142503,2.33,2,1,0
40697,124111,142504,3.0,2,2,1
40698,124117,142506,2.0,6,3,4
40699,124118,142506,3.0,3,3,3
40700,124120,142506,2.33,5,4,4
40701,124122,142508,2.67,2,2,2
40702,124125,142509,1.67,2,0,0
40703,124126,142509,3.0,2,2,2
40704,124129,142512,2.67,1,1,0
40705,124131,142513,3.0,2,2,2
40706,124135,142515,3.0,2,2,2
40707,124136,142515,2.33,3,2,2
40708,124139,142518,1.67,3,1,1
40709,124143,142520,3.0,3,1,1
40710,124149,142524,2.0,3,2,2
40711,124151,142524,1.67,4,2,2
40712,124153,142524,2.33,2,0,1
40713,124155,142525,2.0,1,1,1
40714,124156,142526,2.33,3,2,1
40715,124157,142527,2.0,4,4,2
40716,124158,142528,2.67,3,2,2
40717,124159,142529,3.0,2,1,1
40718,124164,142533,2.0,2,2,2
40719,124167,142534,3.0,3,0,0
40720,124173,142534,2.5,3,1,1
40721,124174,142535,3.0,2,2,2
40722,124175,142535,2.67,3,2,2
40723,124184,142539,2.33,4,2,2
40724,124185,142539,1.0,4,1,1
40725,124193,142543,2.0,4,2,2
40726,124194,142543,2.67,3,3,3
40727,124199,142544,2.0,2,0,1
40728,124201,142545,3.0,2,2,2
40729,124202,142546,2.33,5,2,3
40730,124206,142548,2.33,3,2,3
40731,124211,142552,1.0,2,2,2
40732,124213,142553,3.0,4,4,3
40733,124219,142557,2.33,3,1,2
40734,124221,142557,1.67,2,0,1
40735,124227,142562,2.67,3,3,2
40736,124228,142562,2.0,5,2,3
40737,124235,142565,3.0,3,2,2
40738,124239,142567,2.67,3,3,3
40739,124244,142568,3.0,2,2,2
40740,124246,142570,3.0,2,2,2
40741,124252,142573,2.67,4,2,2
40742,124253,142574,2.33,3,3,1
40743,124254,142574,2.67,3,2,0
40744,124256,142576,2.33,3,1,1
40745,124257,142577,2.67,2,2,2
40746,124258,142578,2.67,1,1,1
40747,124261,142581,2.33,5,2,3
40748,124262,142582,2.67,3,1,2
40749,124267,142585,1.67,2,2,1
40750,124270,142586,3.0,2,2,2
40751,124274,142588,3.0,3,2,2
40752,124275,142588,3.0,3,2,2
40753,124276,142589,3.0,4,3,3
40754,124278,142589,2.33,4,2,2
40755,124279,142589,3.0,2,2,2
40756,124280,142590,3.0,1,1,1
40757,124282,142592,2.33,2,0,1
40758,124285,142592,1.0,3,1,1
40759,124290,142593,2.33,4,2,2
40760,124292,142594,1.0,1,0,0
40761,124302,142598,2.0,4,1,0
40762,124307,142600,3.0,2,1,1
40763,124308,142601,2.67,3,2,3
40764,124309,142602,3.0,2,1,1
40765,124310,142603,3.0,3,3,2
40766,124315,142605,3.0,2,2,2
40767,124316,142606,2.67,3,2,1
40768,124320,142608,2.0,3,2,2
40769,124321,142609,3.0,2,1,1
40770,124322,142610,2.33,3,3,1
40771,124324,142611,2.33,4,1,2
40772,124328,142611,1.0,2,0,0
40773,124329,142611,2.0,3,1,1
40774,124330,142612,1.33,3,2,1
40775,124331,142613,2.67,3,3,3
40776,124336,142615,3.0,3,2,1
40777,124339,142615,3.0,2,2,2
40778,124344,142616,2.67,2,1,1
40779,124348,142618,3.0,3,2,0
40780,124352,142621,2.0,1,0,0
40781,124354,142622,2.0,4,3,4
40782,124356,142623,1.67,2,2,2
40783,124364,142627,2.0,1,0,0
40784,124365,142628,2.67,3,0,1
40785,124366,142628,2.67,4,3,4
40786,124369,142630,2.33,3,2,1
40787,124377,142631,2.0,4,0,0
40788,124381,142633,3.0,3,3,3
40789,124383,142634,2.33,2,1,2
40790,124384,142634,1.33,1,0,1
40791,124385,142635,2.67,3,3,3
40792,124387,142636,3.0,6,5,5
40793,124389,142638,2.33,5,2,4
40794,124404,142645,2.67,4,2,2
40795,124406,142646,1.33,4,3,3
40796,124411,142650,3.0,3,2,2
40797,124413,142650,2.67,3,3,3
40798,124414,142650,2.67,3,2,2
40799,124415,142651,2.33,2,2,2
40800,124416,142652,2.67,2,2,1
40801,124417,142653,2.67,1,1,1
40802,124418,142654,2.67,4,3,3
40803,124419,142654,2.67,4,3,3
40804,124420,142654,3.0,2,1,1
40805,124424,142657,3.0,4,4,4
40806,124426,142658,1.0,3,1,2
40807,124432,142660,2.33,3,1,1
40808,124435,142661,1.0,4,1,3
40809,124438,142663,2.33,2,1,1
40810,124441,142664,2.67,3,2,2
40811,124443,142665,2.0,4,2,4
40812,124449,142666,3.0,4,3,3
40813,124453,142668,3.0,2,2,1
40814,124462,142674,2.0,5,2,2
40815,124465,142675,3.0,3,3,3
40816,124467,142676,3.0,3,3,3
40817,124473,142677,3.0,3,3,3
40818,124474,142677,2.67,5,4,4
40819,124477,142679,2.33,2,2,2
40820,124480,142680,1.33,4,3,3
40821,124481,142680,3.0,3,3,2
40822,124482,142680,2.0,4,3,3
40823,124485,142680,2.0,5,3,2
40824,124490,142681,3.0,2,2,2
40825,124492,142682,2.67,5,4,4
40826,124493,142682,3.0,4,4,4
40827,124494,142683,3.0,4,2,1
40828,124498,142685,3.0,2,2,2
40829,124499,142685,3.0,2,0,1
40830,124500,142686,2.0,2,2,2
40831,124502,142687,3.0,1,1,0
40832,124504,142688,2.67,3,2,2
40833,124510,142691,3.0,2,2,2
40834,124511,142692,3.0,3,3,1
40835,124517,142694,2.33,2,0,2
40836,124519,142695,2.0,2,2,2
40837,124523,142698,3.0,3,2,3
40838,124524,142699,1.0,3,2,1
40839,124526,142700,2.67,4,4,4
40840,124530,142702,3.0,1,1,1
40841,124533,142705,3.0,2,2,1
40842,124534,142706,2.33,2,2,2
40843,124537,142707,2.67,3,3,3
40844,124538,142708,3.0,4,3,3
40845,124539,142708,3.0,2,2,2
40846,124540,142709,1.33,1,0,0
40847,124551,142714,2.33,3,1,0
40848,124552,142715,2.0,4,3,2
40849,124553,142715,3.0,3,3,3
40850,124557,142716,3.0,3,2,0
40851,124558,142716,2.67,3,3,1
40852,124559,142717,2.33,2,2,1
40853,124569,142721,2.67,3,3,3
40854,124570,142722,3.0,3,3,3
40855,124573,142723,2.0,3,2,1
40856,124574,142723,3.0,2,2,1
40857,124579,142727,2.0,2,2,2
40858,124580,142728,2.0,5,3,2
40859,124584,142731,1.0,1,0,0
40860,124589,142732,2.0,3,2,2
40861,124591,142733,2.67,4,3,4
40862,124593,142734,3.0,3,3,3
40863,124599,142735,1.67,2,2,2
40864,124602,142737,2.67,3,2,2
40865,124605,142739,2.0,3,2,2
40866,124610,142742,2.67,2,1,1
40867,124615,142743,2.33,4,2,2
40868,124619,142745,2.67,2,2,2
40869,124620,142745,3.0,1,0,0
40870,124621,142745,1.0,1,0,1
40871,124623,142746,2.33,7,4,6
40872,124624,142746,1.67,5,1,5
40873,124625,142746,3.0,3,3,3
40874,124626,142747,1.67,3,2,2
40875,124629,142748,2.33,3,2,2
40876,124630,142749,3.0,1,1,1
40877,124631,142750,2.67,3,1,1
40878,124632,142750,2.0,3,2,2
40879,124633,142750,3.0,2,2,1
40880,124636,142753,2.33,5,2,3
40881,124637,142753,3.0,2,1,1
40882,124649,142757,3.0,3,3,3
40883,124653,142758,2.33,1,1,1
40884,124657,142761,3.0,2,2,1
40885,124661,142763,2.33,3,2,2
40886,124663,142763,3.0,3,3,3
40887,124664,142764,3.0,4,3,4
40888,124669,142766,2.67,4,3,3
40889,124671,142766,2.0,3,2,2
40890,124674,142766,2.33,3,2,2
40891,124675,142766,2.0,3,2,2
40892,124682,142772,3.0,2,2,2
40893,124684,142773,3.0,4,4,2
40894,124686,142775,3.0,5,4,4
40895,124693,142776,2.67,7,5,6
40896,124694,142777,2.67,1,0,0
40897,124697,142780,1.67,3,2,2
40898,124698,142780,1.67,4,2,2
40899,124699,142780,2.0,4,2,3
40900,124702,142780,2.67,4,1,2
40901,124704,142782,2.67,1,1,0
40902,124705,142783,2.33,3,2,2
40903,124710,142786,3.0,4,3,2
40904,124711,142787,2.67,2,2,2
40905,124712,142788,2.67,3,2,2
40906,124713,142789,2.67,2,2,2
40907,124720,142794,3.0,1,1,1
40908,124721,142795,3.0,2,2,1
40909,124722,142796,3.0,2,2,2
40910,124723,142797,2.67,4,4,4
40911,124724,142797,2.33,3,3,3
40912,124729,142798,3.0,3,3,3
40913,124730,142799,2.33,2,2,2
40914,124733,142802,3.0,2,1,2
40915,124736,142804,2.67,3,3,3
40916,124743,142808,3.0,3,3,3
40917,124744,142809,2.33,2,2,2
40918,124749,142810,2.67,3,1,3
40919,124750,142811,1.67,3,2,2
40920,124751,142811,2.33,2,1,1
40921,124752,142811,2.0,3,2,2
40922,124754,142811,1.67,3,2,2
40923,124756,142811,2.33,3,3,3
40924,124757,142812,2.33,3,3,3
40925,124759,142813,2.33,2,2,2
40926,124767,142815,2.67,2,2,1
40927,124769,142816,2.67,2,2,0
40928,124772,142818,2.33,2,2,2
40929,124786,142826,3.0,1,1,1
40930,124787,142827,3.0,3,2,2
40931,124790,142827,2.67,4,3,4
40932,124792,142828,2.67,3,2,1
40933,124795,142829,2.33,3,3,2
40934,124796,142830,2.0,3,2,2
40935,124797,142830,2.33,1,1,1
40936,124798,142831,3.0,4,4,4
40937,124801,142833,2.33,3,3,3
40938,124805,142833,2.33,4,4,4
40939,124806,142834,3.0,5,5,4
40940,124807,142835,1.0,4,4,2
40941,124814,142839,3.0,3,3,3
40942,124817,142840,2.33,2,2,2
40943,124820,142842,2.0,3,0,1
40944,124826,142845,1.67,2,1,1
40945,124831,142845,1.67,3,0,1
40946,124837,142847,2.0,3,2,1
40947,124838,142847,3.0,2,2,1
40948,124844,142849,2.0,7,4,4
40949,124845,142849,3.0,2,1,1
40950,124847,142850,2.67,4,4,4
40951,124850,142853,2.0,4,3,3
40952,124853,142855,3.0,2,2,2
40953,124854,142856,2.67,3,1,2
40954,124855,142856,2.0,2,1,1
40955,124861,142857,3.0,4,4,4
40956,124864,142859,3.0,3,3,3
40957,124866,142860,2.33,4,3,3
40958,124868,142862,2.33,3,3,1
40959,124873,142864,3.0,2,1,1
40960,124875,142864,3.0,3,2,2
40961,124876,142865,3.0,2,1,1
40962,124879,142866,2.33,2,1,2
40963,124882,142869,2.67,3,2,2
40964,124888,142872,3.0,2,2,1
40965,124893,142877,2.33,7,6,6
40966,124899,142879,2.0,2,0,1
40967,124902,142881,2.67,2,2,2
40968,124909,142885,1.0,3,2,0
40969,124913,142889,3.0,1,1,1
40970,124916,142890,3.0,3,2,2
40971,124918,142891,2.67,3,2,2
40972,124922,142893,2.33,3,3,3
40973,124923,142894,1.67,1,1,1
40974,124928,142899,3.0,2,2,2
40975,124929,142900,3.0,2,2,2
40976,124933,142901,1.67,2,1,1
40977,124935,142903,2.0,4,3,3
40978,124938,142904,2.0,2,2,2
40979,124941,142905,3.0,3,2,2
40980,124943,142906,2.33,3,2,2
40981,124945,142907,2.67,2,2,2
40982,124951,142911,2.33,3,1,1
40983,124952,142911,2.0,3,2,1
40984,124955,142912,1.33,3,2,2
40985,124958,142915,2.67,4,3,2
40986,124961,142917,2.33,2,2,2
40987,124967,142920,2.0,3,1,1
40988,124969,142920,2.0,4,1,2
40989,124970,142920,2.0,3,2,3
40990,124971,142921,2.33,4,1,1
40991,124972,142921,3.0,2,1,1
40992,124975,142923,2.67,1,1,0
40993,124977,142924,2.67,2,2,2
40994,124983,142927,2.67,4,2,4
40995,124986,142928,2.0,2,2,1
40996,124991,142929,2.0,3,2,2
40997,124992,142929,2.67,3,2,3
40998,124993,142929,2.67,3,2,2
40999,124995,142930,3.0,2,2,2
41000,124997,142931,1.67,3,0,0
41001,125000,142932,2.0,3,2,2
41002,125001,142933,2.33,1,1,1
41003,125004,142934,3.0,3,3,1
41004,125005,142935,2.0,2,2,1
41005,125007,142937,3.0,3,3,3
41006,125009,142938,3.0,4,3,3
41007,125013,142938,3.0,2,2,2
41008,125019,142942,2.0,2,2,2
41009,125021,142942,3.0,3,2,2
41010,125031,142948,3.0,3,2,2
41011,125032,142948,3.0,2,2,1
41012,125037,142951,2.67,2,2,2
41013,125041,142953,2.67,2,2,2
41014,125043,142954,2.33,2,2,2
41015,125050,142957,2.33,2,1,2
41016,125052,142958,2.67,2,2,2
41017,125054,142959,2.67,3,3,0
41018,125056,142961,2.67,7,5,2
41019,125060,142964,3.0,2,2,2
41020,125061,142965,2.67,2,2,0
41021,125065,142968,2.0,2,1,1
41022,125070,142970,2.33,2,2,1
41023,125084,142977,3.0,2,2,1
41024,125088,142980,2.67,3,2,1
41025,125091,142982,2.33,3,2,2
41026,125093,142984,3.0,1,0,0
41027,125097,142987,3.0,2,1,2
41028,125098,142988,2.0,3,0,0
41029,125104,142991,2.33,3,2,2
41030,125105,142991,1.33,1,1,1
41031,125107,142992,2.33,1,1,0
41032,125108,142993,3.0,3,2,2
41033,125109,142993,2.33,4,4,3
41034,125116,142995,3.0,3,2,2
41035,125117,142995,2.33,3,2,3
41036,125126,142997,3.0,2,1,1
41037,125128,142999,2.67,3,2,2
41038,125132,143001,2.0,2,2,2
41039,125133,143002,2.67,3,3,3
41040,125134,143003,2.33,2,2,2
41041,125135,143004,1.67,2,2,2
41042,125136,143005,3.0,2,1,1
41043,125137,143006,1.67,1,1,1
41044,125139,143007,1.33,7,3,5
41045,125146,143010,3.0,3,3,3
41046,125149,143011,3.0,4,4,4
41047,125151,143013,2.0,5,4,4
41048,125153,143015,1.33,1,1,1
41049,125154,143016,3.0,2,2,2
41050,125156,143016,2.67,3,2,2
41051,125157,143017,2.33,3,2,3
41052,125159,143018,3.0,2,2,2
41053,125160,143019,2.67,5,2,3
41054,125168,143020,2.33,5,3,3
41055,125169,143020,2.0,3,2,2
41056,125171,143020,2.0,4,2,3
41057,125172,143020,2.33,3,2,2
41058,125178,143022,3.0,2,2,1
41059,125180,143023,2.33,3,3,3
41060,125183,143025,3.0,2,2,1
41061,125185,143026,3.0,3,3,2
41062,125186,143027,1.67,3,2,2
41063,125188,143028,1.67,3,3,3
41064,125190,143029,2.67,2,2,2
41065,125191,143030,1.67,3,2,1
41066,125197,143033,3.0,3,2,2
41067,125199,143034,2.33,3,2,2
41068,125200,143035,2.67,3,3,3
41069,125202,143036,2.67,3,2,2
41070,125203,143037,2.33,7,6,5
41071,125204,143037,3.0,6,6,5
41072,125206,143038,2.33,3,1,1
41073,125209,143040,2.67,2,2,1
41074,125218,143044,3.0,2,2,2
41075,125219,143044,1.67,3,2,1
41076,125224,143045,3.0,4,2,4
41077,125227,143045,2.0,4,3,3
41078,125229,143045,2.67,3,2,3
41079,125231,143046,2.33,2,1,2
41080,125232,143046,2.33,3,3,3
41081,125234,143048,3.0,3,1,2
41082,125235,143049,2.0,5,4,4
41083,125240,143050,2.67,4,3,3
41084,125245,143053,1.0,1,0,1
41085,125249,143054,3.0,3,3,3
41086,125251,143056,3.0,3,3,1
41087,125255,143058,2.0,5,2,4
41088,125256,143058,2.0,3,1,1
41089,125257,143059,3.0,2,2,2
41090,125258,143060,1.67,1,1,1
41091,125271,143068,2.0,2,2,2
41092,125277,143072,2.33,2,1,2
41093,125279,143073,3.0,4,3,2
41094,125282,143073,2.33,2,1,1
41095,125284,143075,2.67,2,2,2
41096,125285,143076,2.67,5,3,2
41097,125286,143077,2.33,1,0,0
41098,125288,143078,2.0,2,2,1
41099,125289,143079,3.0,3,1,1
41100,125290,143080,2.33,1,1,1
41101,125296,143082,2.33,4,3,3
41102,125298,143083,2.33,2,2,2
41103,125305,143085,2.0,2,2,2
41104,125307,143086,2.67,4,2,3
41105,125308,143086,3.0,5,3,3
41106,125309,143086,2.0,6,3,3
41107,125310,143087,1.67,3,2,2
41108,125311,143088,2.33,3,0,0
41109,125317,143092,2.0,2,0,0
41110,125320,143094,2.33,3,2,3
41111,125323,143096,3.0,3,2,2
41112,125325,143096,1.67,3,0,2
41113,125327,143097,3.0,4,2,3
41114,125333,143097,3.0,2,1,1
41115,125335,143097,3.0,3,0,1
41116,125336,143097,2.0,3,0,2
41117,125343,143099,3.0,3,3,3
41118,125352,143103,2.33,3,2,1
41119,125353,143103,2.33,2,2,2
41120,125358,143106,1.67,5,2,2
41121,125359,143106,2.67,5,3,2
41122,125361,143108,2.33,3,2,2
41123,125363,143108,2.0,4,2,2
41124,125371,143114,1.67,3,3,2
41125,125379,143117,3.0,5,3,2
41126,125380,143118,3.0,2,2,2
41127,125381,143119,3.0,2,2,2
41128,125383,143121,2.33,1,1,1
41129,125385,143122,2.33,4,2,1
41130,125386,143122,2.67,3,2,1
41131,125390,143123,1.0,3,0,0
41132,125391,143124,1.67,2,2,0
41133,125392,143125,2.67,2,0,1
41134,125394,143126,2.33,5,3,3
41135,125397,143127,1.0,3,1,1
41136,125398,143127,1.67,2,1,1
41137,125400,143129,2.67,3,1,2
41138,125401,143130,3.0,3,3,3
41139,125406,143133,3.0,2,1,2
41140,125408,143134,2.33,1,1,1
41141,125409,143134,1.67,2,1,1
41142,125410,143134,1.67,4,1,3
41143,125412,143136,3.0,4,3,3
41144,125413,143136,2.0,4,2,1
41145,125414,143136,2.33,3,2,1
41146,125419,143140,3.0,5,4,4
41147,125421,143140,3.0,3,2,2
41148,125423,143141,3.0,3,3,3
41149,125427,143143,2.33,5,3,3
41150,125429,143145,2.33,3,2,2
41151,125430,143146,3.0,2,2,2
41152,125435,143151,3.0,3,3,3
41153,125437,143152,3.0,2,0,0
41154,125439,143154,3.0,3,3,3
41155,125440,143155,2.33,2,0,1
41156,125443,143156,3.0,2,2,2
41157,125445,143157,2.67,3,2,3
41158,125447,143158,1.33,1,1,0
41159,125454,143162,2.0,4,2,1
41160,125465,143164,2.0,4,0,1
41161,125467,143164,2.67,3,2,1
41162,125468,143165,2.0,5,2,3
41163,125469,143165,2.0,4,2,2
41164,125470,143165,2.33,5,3,4
41165,125476,143166,3.0,2,2,2
41166,125477,143167,2.33,2,2,2
41167,125478,143168,1.67,2,0,0
41168,125480,143168,3.0,2,2,2
41169,125481,143169,3.0,2,2,2
41170,125482,143170,3.0,1,1,0
41171,125487,143174,1.67,1,1,1
41172,125488,143175,2.67,2,2,2
41173,125490,143177,3.0,3,3,3
41174,125491,143178,1.33,1,0,0
41175,125497,143183,3.0,3,3,3
41176,125498,143183,2.67,2,1,1
41177,125499,143184,2.0,3,1,1
41178,125500,143184,2.0,4,2,2
41179,125501,143184,1.67,2,1,1
41180,125504,143186,2.0,8,6,6
41181,125505,143187,3.0,2,1,1
41182,125506,143187,2.67,2,1,1
41183,125507,143188,2.67,4,2,3
41184,125509,143189,1.0,2,1,1
41185,125510,143189,2.0,2,1,2
41186,125511,143190,2.33,2,2,2
41187,125513,143191,3.0,3,2,3
41188,125514,143191,3.0,2,1,1
41189,125517,143192,3.0,2,2,2
41190,125520,143193,2.33,3,3,3
41191,125521,143194,3.0,4,4,3
41192,125524,143195,2.33,3,2,2
41193,125526,143195,2.33,3,2,2
41194,125528,143196,2.33,3,2,0
41195,125529,143197,2.67,5,4,5
41196,125530,143198,3.0,3,2,2
41197,125532,143198,2.67,3,2,2
41198,125535,143198,2.67,5,2,2
41199,125536,143198,3.0,4,4,4
41200,125537,143198,3.0,4,4,4
41201,125538,143198,2.67,6,4,4
41202,125541,143199,2.0,4,4,4
41203,125543,143201,2.67,4,4,4
41204,125545,143202,2.33,4,2,2
41205,125547,143202,3.0,2,2,2
41206,125549,143203,3.0,2,2,2
41207,125551,143204,3.0,2,2,2
41208,125553,143205,2.0,1,0,1
41209,125554,143205,3.0,2,2,1
41210,125558,143207,2.67,2,2,2
41211,125560,143209,2.33,2,1,0
41212,125561,143210,1.0,2,2,1
41213,125564,143213,2.0,3,2,2
41214,125565,143213,3.0,3,2,2
41215,125566,143213,2.67,2,1,1
41216,125570,143214,3.0,3,3,3
41217,125571,143215,3.0,2,2,2
41218,125573,143217,2.67,3,3,2
41219,125574,143218,3.0,3,3,3
41220,125582,143219,2.33,3,2,1
41221,125585,143221,3.0,2,2,2
41222,125587,143222,2.0,5,3,4
41223,125590,143224,2.67,3,1,1
41224,125591,143224,2.33,3,2,2
41225,125592,143224,2.0,3,2,2
41226,125601,143225,2.67,3,0,3
41227,125602,143225,2.67,3,0,2
41228,125603,143226,3.0,2,1,2
41229,125607,143228,2.0,2,0,0
41230,125608,143228,3.0,3,3,3
41231,125610,143229,3.0,3,3,3
41232,125614,143231,1.67,6,2,4
41233,125619,143235,1.33,2,1,1
41234,125620,143236,2.67,3,3,3
41235,125623,143238,3.0,4,4,4
41236,125625,143238,2.0,5,3,3
41237,125631,143239,3.0,3,2,2
41238,125634,143240,2.33,4,2,2
41239,125636,143241,2.67,5,2,3
41240,125637,143242,2.0,8,5,6
41241,125639,143243,2.67,2,1,2
41242,125640,143244,2.33,2,1,2
41243,125642,143245,2.0,3,2,0
41244,125645,143247,1.67,1,1,1
41245,125646,143247,2.67,5,2,3
41246,125651,143251,3.0,3,3,3
41247,125654,143252,2.33,2,1,1
41248,125658,143253,3.0,3,2,2
41249,125661,143254,2.0,3,2,2
41250,125663,143256,2.0,2,1,1
41251,125667,143257,2.67,3,3,2
41252,125669,143259,1.67,2,2,2
41253,125673,143260,3.0,2,2,1
41254,125677,143262,3.0,2,2,2
41255,125678,143263,3.0,3,3,3
41256,125679,143264,3.0,4,4,4
41257,125682,143265,2.33,1,1,1
41258,125684,143266,3.0,3,3,2
41259,125686,143266,2.67,3,1,2
41260,125689,143267,3.0,4,4,3
41261,125690,143268,1.67,1,0,0
41262,125692,143269,2.0,1,0,0
41263,125704,143272,2.0,4,1,1
41264,125707,143273,2.0,3,1,1
41265,125712,143274,2.33,4,3,3
41266,125713,143274,3.0,4,4,4
41267,125717,143277,2.67,4,2,2
41268,125720,143279,2.67,2,1,2
41269,125723,143281,2.33,1,1,0
41270,125727,143283,3.0,2,2,2
41271,125730,143285,2.0,3,3,3
41272,125731,143286,3.0,2,2,2
41273,125732,143287,2.67,2,2,2
41274,125734,143288,2.33,1,1,1
41275,125735,143289,2.0,3,3,3
41276,125737,143290,2.67,3,3,2
41277,125739,143291,3.0,3,3,2
41278,125741,143292,3.0,3,3,2
41279,125742,143293,3.0,1,1,1
41280,125746,143294,2.33,2,2,2
41281,125747,143295,2.33,3,2,2
41282,125749,143295,2.0,4,2,2
41283,125753,143295,2.33,3,0,0
41284,125754,143296,1.67,2,1,1
41285,125765,143300,1.67,5,2,0
41286,125767,143301,2.0,3,2,0
41287,125771,143305,2.67,2,2,2
41288,125773,143306,3.0,2,2,2
41289,125776,143308,2.0,6,3,4
41290,125783,143308,2.33,4,3,4
41291,125785,143310,1.67,1,0,0
41292,125786,143310,2.33,3,2,2
41293,125787,143310,2.67,2,1,1
41294,125792,143313,2.67,5,4,2
41295,125793,143313,1.33,5,2,2
41296,125795,143314,2.33,2,1,1
41297,125797,143316,3.0,2,2,0
41298,125799,143318,2.0,3,2,2
41299,125802,143319,2.0,8,6,5
41300,125808,143321,3.0,2,1,1
41301,125810,143322,3.0,2,2,2
41302,125811,143323,3.0,3,3,3
41303,125812,143324,1.67,1,1,1
41304,125814,143325,1.67,5,2,3
41305,125815,143326,2.67,2,2,1
41306,125823,143330,3.0,2,2,2
41307,125824,143331,2.0,1,1,1
41308,125830,143333,2.33,2,2,0
41309,125833,143334,2.0,3,1,3
41310,125836,143335,2.67,2,2,2
41311,125838,143336,1.33,3,2,2
41312,125839,143337,2.33,2,1,1
41313,125847,143341,2.33,3,1,1
41314,125848,143342,2.0,3,2,2
41315,125853,143345,2.0,4,2,4
41316,125854,143345,3.0,2,2,2
41317,125856,143346,2.67,4,2,2
41318,125858,143347,3.0,2,1,1
41319,125859,143347,1.67,3,1,1
41320,125861,143347,1.67,1,0,0
41321,125863,143348,2.67,6,3,4
41322,125871,143351,1.67,6,3,3
41323,125873,143353,3.0,3,2,2
41324,125876,143355,3.0,3,3,3
41325,125877,143356,2.0,1,0,0
41326,125879,143357,3.0,14,12,14
41327,125881,143358,2.33,4,4,4
41328,125884,143359,2.0,3,2,3
41329,125890,143363,3.0,4,2,2
41330,125892,143363,2.67,4,4,4
41331,125894,143364,2.33,3,2,2
41332,125895,143364,3.0,3,2,1
41333,125897,143364,1.67,3,2,2
41334,125899,143365,1.0,1,0,0
41335,125900,143366,3.0,2,2,2
41336,125909,143372,3.0,2,2,1
41337,125910,143373,2.67,5,1,1
41338,125914,143375,3.0,5,2,5
41339,125916,143376,2.67,3,2,2
41340,125917,143377,3.0,2,1,1
41341,125921,143378,2.33,2,1,2
41342,125929,143382,1.67,3,2,2
41343,125935,143385,1.67,3,3,2
41344,125939,143386,2.0,3,1,1
41345,125945,143388,3.0,2,2,0
41346,125947,143388,2.33,3,2,2
41347,125949,143390,3.0,3,3,3
41348,125950,143391,2.33,2,2,2
41349,125953,143391,1.67,3,2,2
41350,125963,143395,2.0,5,3,4
41351,125965,143396,2.33,3,2,2
41352,125967,143398,2.33,5,3,4
41353,125968,143399,1.0,5,0,2
41354,125969,143399,2.67,2,2,2
41355,125972,143400,2.33,2,2,1
41356,125974,143401,1.67,4,3,3
41357,125976,143403,2.67,2,1,1
41358,125978,143403,1.33,6,2,4
41359,125980,143404,3.0,3,3,2
41360,125983,143405,2.67,3,2,3
41361,125984,143406,3.0,2,2,2
41362,125988,143407,2.33,4,3,3
41363,125992,143409,2.33,5,1,4
41364,125997,143410,2.67,3,2,3
41365,126000,143411,2.67,3,3,3
41366,126002,143412,3.0,2,2,1
41367,126003,143413,3.0,2,2,1
41368,126007,143417,2.33,4,3,3
41369,126016,143420,2.67,3,2,2
41370,126019,143420,3.0,3,0,0
41371,126021,143422,2.67,3,2,3
41372,126024,143424,2.33,3,1,3
41373,126026,143424,2.0,1,0,0
41374,126030,143426,2.33,2,1,1
41375,126031,143427,3.0,2,2,2
41376,126032,143427,2.67,2,0,1
41377,126045,143433,3.0,4,3,2
41378,126047,143434,2.67,3,3,2
41379,126049,143436,3.0,2,1,1
41380,126050,143437,3.0,2,0,1
41381,126051,143437,2.67,2,2,2
41382,126054,143439,3.0,3,2,3
41383,126055,143440,2.67,2,2,1
41384,126056,143441,2.33,2,0,0
41385,126059,143443,1.0,2,1,1
41386,126061,143444,2.67,4,4,4
41387,126062,143444,3.0,2,1,1
41388,126066,143448,2.33,2,2,2
41389,126069,143451,3.0,3,3,3
41390,126070,143452,2.33,7,4,4
41391,126073,143453,1.33,4,3,3
41392,126076,143454,2.67,5,2,4
41393,126082,143454,2.33,4,2,1
41394,126086,143458,2.0,3,2,1
41395,126096,143460,1.33,3,1,1
41396,126098,143460,2.33,4,1,1
41397,126100,143460,2.67,3,2,2
41398,126101,143460,3.0,3,2,2
41399,126102,143460,2.0,4,2,2
41400,126107,143465,2.33,2,1,2
41401,126109,143466,3.0,3,3,3
41402,126114,143467,2.33,2,1,1
41403,126115,143467,1.0,5,1,3
41404,126117,143469,2.0,4,3,2
41405,126119,143471,3.0,4,4,3
41406,126121,143472,2.67,2,1,1
41407,126123,143472,1.67,3,1,0
41408,126124,143473,3.0,2,2,1
41409,126126,143475,2.33,3,3,3
41410,126128,143475,2.67,5,4,4
41411,126134,143479,3.0,3,3,3
41412,126136,143481,3.0,2,2,2
41413,126140,143483,2.67,2,2,2
41414,126143,143484,3.0,3,2,3
41415,126146,143486,2.33,3,3,3
41416,126152,143488,1.67,3,3,3
41417,126154,143489,2.67,4,3,2
