id,product_uid,relevance,len_of_query,word_in_title,word_in_description
114658,137977,2.0,3,3,1
114661,137979,3.0,2,1,1
114666,137981,2.67,3,2,2
114667,137982,3.0,1,1,1
114670,137983,2.33,2,1,2
114671,137983,2.0,3,0,1
114674,137985,2.33,2,2,0
114676,137985,2.33,3,1,1
114677,137985,1.67,1,0,0
114683,137988,3.0,3,2,2
114686,137990,2.67,1,1,1
114687,137991,3.0,6,5,5
114691,137995,2.67,5,5,3
114692,137996,1.67,1,1,1
114695,137999,1.67,4,2,2
114697,138000,2.33,2,2,1
114699,138002,3.0,2,2,2
114703,138004,3.0,2,2,2
114707,138005,1.33,7,2,3
114708,138005,2.67,4,2,2
114709,138005,1.67,4,2,3
114710,138005,1.67,3,1,3
114712,138005,2.67,4,2,2
114722,138010,2.67,2,2,2
114724,138011,2.33,2,0,2
114727,138012,1.67,2,1,1
114728,138013,2.33,3,3,2
114730,138014,2.67,1,0,0
114731,138015,2.0,2,2,2
114733,138016,1.33,2,2,1
114734,138017,2.67,3,2,3
114737,138018,3.0,2,2,2
114742,138020,1.0,4,2,4
114747,138021,3.0,3,1,3
114749,138022,3.0,2,1,1
114750,138023,1.67,3,1,1
114755,138024,1.67,4,0,1
114767,138027,2.67,4,3,3
114768,138027,1.33,3,1,1
114772,138030,1.67,3,2,2
114775,138033,2.33,6,3,2
114776,138034,1.67,3,2,2
114781,138034,2.33,3,1,2
114784,138036,2.0,2,2,2
114785,138037,3.0,3,3,3
114793,138041,2.0,3,2,2
114794,138041,2.67,4,3,3
114799,138042,2.67,2,0,0
114802,138043,3.0,2,1,1
114803,138044,2.33,5,5,3
114805,138045,1.67,3,1,1
114810,138046,2.33,3,2,2
114815,138048,3.0,2,2,2
114816,138049,2.33,2,2,1
114819,138052,1.67,1,1,0
114821,138053,2.33,2,2,2
114823,138053,2.67,7,5,6
114825,138053,2.67,5,2,4
114828,138055,3.0,3,2,2
114831,138057,3.0,3,3,2
114832,138058,3.0,2,2,0
114835,138060,3.0,3,3,3
114839,138062,2.67,3,3,2
114840,138062,2.33,3,2,1
114841,138063,2.33,7,1,5
114860,138070,3.0,3,3,2
114862,138071,2.67,4,1,0
114865,138074,2.67,2,2,2
114866,138075,3.0,2,1,1
114868,138076,2.67,3,2,2
114869,138077,2.0,6,5,5
114874,138080,3.0,4,4,3
114876,138081,2.0,1,0,0
114878,138081,2.0,2,1,2
114879,138082,2.0,5,3,4
114880,138083,2.0,2,2,2
114882,138084,2.33,2,2,2
114885,138086,1.0,4,2,0
114886,138087,2.67,1,1,1
114890,138090,1.67,2,2,2
114893,138091,2.67,2,2,2
114894,138092,1.67,1,0,0
114898,138093,2.0,3,2,2
114905,138096,2.67,3,3,3
114907,138098,2.33,5,2,1
114909,138099,3.0,2,2,2
114912,138100,2.0,3,2,3
114914,138100,1.33,3,1,1
114915,138100,3.0,2,2,2
114916,138100,1.67,4,1,2
114920,138102,3.0,2,2,2
114925,138104,2.67,1,1,1
114928,138106,3.0,2,1,1
114935,138110,2.33,4,3,3
114936,138111,2.33,2,2,2
114937,138112,2.33,3,2,3
114939,138113,1.67,1,0,0
114940,138114,2.0,3,2,2
114941,138114,3.0,3,3,3
114942,138114,1.33,3,2,2
114943,138115,2.67,2,0,0
114944,138115,1.33,3,2,2
114950,138116,3.0,2,2,2
114951,138116,2.0,3,2,2
114952,138117,3.0,3,2,2
114954,138119,1.67,5,1,4
114959,138120,2.33,2,2,2
114961,138122,2.67,3,2,2
114965,138125,1.67,2,1,2
114976,138130,2.67,2,2,2
114977,138131,2.33,3,1,1
114983,138134,3.0,3,3,3
114986,138135,1.0,4,2,3
114996,138141,3.0,2,2,2
114997,138142,2.33,2,2,2
114998,138143,3.0,3,2,3
115000,138144,1.67,3,1,1
115002,138144,1.0,3,1,2
115003,138145,2.67,3,3,3
115004,138145,2.67,3,3,2
115007,138146,3.0,2,2,2
115008,138147,3.0,3,3,3
115009,138148,3.0,2,2,1
115010,138149,3.0,6,6,5
115012,138149,1.67,1,1,1
115015,138150,2.0,3,2,1
115016,138150,2.67,4,3,2
115017,138150,2.33,4,2,2
115018,138151,2.0,2,2,2
115019,138152,2.33,5,4,4
115029,138155,1.67,3,2,2
115031,138157,2.67,2,2,1
115032,138158,1.67,5,4,4
115034,138159,1.33,5,2,2
115037,138161,3.0,4,4,4
115038,138162,3.0,2,2,1
115040,138163,3.0,3,2,3
115041,138163,3.0,4,3,4
115044,138166,1.67,1,1,0
115049,138168,2.0,3,1,1
115056,138174,2.0,2,2,2
115059,138175,3.0,3,3,1
115060,138176,2.33,3,1,1
115062,138176,3.0,3,1,1
115066,138179,3.0,3,3,3
115067,138180,2.0,2,2,2
115068,138181,3.0,2,0,0
115071,138183,3.0,2,2,2
115072,138184,3.0,2,2,2
115074,138186,3.0,2,2,2
115075,138187,2.33,5,5,5
115078,138187,2.0,4,2,2
115079,138187,2.0,4,2,1
115080,138188,1.67,2,0,0
115083,138188,3.0,3,3,3
115084,138189,2.0,3,2,2
115091,138189,1.67,1,1,1
115098,138191,3.0,1,1,0
115100,138193,1.0,3,2,3
115101,138194,2.67,3,3,3
115103,138195,2.0,3,2,2
115107,138196,2.0,4,3,3
115114,138199,2.0,2,0,0
115119,138199,2.0,2,0,0
115122,138200,2.0,3,2,2
115136,138204,2.33,2,0,0
115141,138207,3.0,3,3,2
115143,138208,3.0,4,4,4
115144,138208,2.0,3,3,3
115145,138208,1.33,3,2,1
115150,138210,2.67,3,2,1
115152,138211,3.0,2,2,2
115153,138212,1.67,2,2,2
115154,138213,3.0,2,2,2
115157,138214,3.0,2,1,1
115159,138214,2.67,2,2,2
115160,138215,2.33,4,4,4
115165,138217,1.0,3,2,2
115167,138217,3.0,2,0,1
115168,138218,2.67,4,3,3
115169,138219,3.0,3,3,3
115171,138220,1.67,1,0,0
115172,138220,2.33,2,1,1
115173,138220,2.0,3,1,1
115174,138221,2.67,2,1,1
115176,138222,2.33,7,4,4
115178,138223,2.0,2,1,1
115180,138225,3.0,2,1,1
115183,138227,3.0,2,1,1
115184,138227,2.67,2,1,1
115185,138228,2.33,2,2,2
115187,138230,3.0,2,2,2
115193,138234,2.0,6,6,4
115198,138236,2.0,2,0,1
115199,138236,3.0,1,0,1
115204,138240,2.0,7,4,4
115205,138241,2.0,7,3,5
115206,138241,2.67,2,2,2
115207,138242,3.0,3,2,3
115209,138243,3.0,4,3,3
115216,138246,3.0,4,4,4
115217,138247,2.33,4,3,3
115225,138251,2.67,2,2,0
115232,138254,2.67,3,2,3
115235,138255,3.0,2,1,1
115237,138255,1.67,3,2,2
115240,138257,1.67,5,2,2
115242,138259,2.67,3,3,2
115243,138260,2.0,4,3,1
115244,138260,2.33,4,3,2
115246,138261,3.0,3,2,1
115256,138265,2.33,3,1,1
115257,138266,3.0,3,3,3
115258,138267,3.0,4,4,4
115261,138269,2.0,3,3,3
115263,138269,2.33,5,2,2
115264,138270,2.0,2,2,2
115265,138270,3.0,2,2,2
115267,138270,3.0,2,2,2
115271,138272,2.67,5,3,3
115274,138272,2.0,4,3,3
115275,138272,2.33,5,3,3
115279,138275,2.67,1,1,1
115281,138277,3.0,2,2,1
115282,138278,1.67,4,2,2
115283,138278,2.67,4,3,3
115284,138279,2.33,1,1,1
115285,138280,2.33,3,1,1
115286,138280,2.33,4,2,2
115290,138282,3.0,2,0,1
115292,138283,2.33,1,1,1
115294,138284,1.67,2,2,1
115296,138286,2.33,1,1,0
115297,138287,2.67,3,2,2
115302,138290,3.0,2,2,2
115303,138291,2.67,3,1,1
115304,138292,2.33,3,1,1
115305,138292,3.0,2,1,2
115311,138294,2.0,3,1,1
115313,138295,2.67,6,2,4
115315,138295,2.67,3,2,3
115316,138295,2.33,3,3,3
115319,138295,2.0,4,0,2
115321,138296,2.33,3,3,3
115326,138298,2.33,2,2,2
115329,138299,1.33,5,3,3
115331,138301,3.0,2,1,1
115335,138303,1.33,3,0,0
115339,138305,3.0,1,1,1
115343,138307,1.67,3,2,2
115344,138308,2.67,2,2,1
115345,138309,2.67,6,3,3
115349,138311,2.67,3,3,3
115350,138312,2.67,2,1,1
115351,138313,2.67,8,6,6
115354,138314,2.33,2,2,2
115357,138316,2.67,3,2,2
115360,138316,2.33,4,4,4
115361,138317,2.33,2,2,2
115362,138317,2.0,5,5,5
115363,138318,2.0,4,3,3
115364,138318,2.33,3,2,2
115367,138319,2.67,3,2,2
115369,138320,3.0,3,3,3
115370,138321,3.0,2,2,2
115372,138323,2.33,4,3,3
115374,138324,1.67,7,4,4
115383,138328,2.33,3,2,2
115385,138328,1.67,3,1,2
115389,138329,2.67,2,2,1
115393,138330,3.0,2,2,2
115394,138331,2.67,3,2,3
115396,138332,3.0,1,0,0
115404,138334,3.0,3,3,3
115416,138336,2.33,6,4,6
115418,138337,2.0,2,2,2
115421,138338,2.33,2,2,2
115422,138339,3.0,2,2,2
115428,138344,2.67,3,3,2
115429,138345,3.0,2,2,0
115430,138346,3.0,6,5,4
115431,138346,2.33,3,2,1
115432,138347,3.0,6,6,6
115433,138347,2.67,3,3,3
115435,138348,3.0,2,0,0
115439,138348,2.33,1,1,1
115440,138348,1.67,4,2,2
115442,138349,1.67,2,1,0
115451,138355,2.0,4,3,3
115455,138358,2.67,5,3,2
115460,138361,2.33,8,7,2
115462,138362,1.67,2,0,1
115464,138363,2.67,2,2,2
115467,138364,2.67,2,2,2
115473,138368,2.67,4,4,4
115475,138368,3.0,4,2,3
115477,138369,3.0,3,1,1
115478,138370,3.0,3,3,2
115479,138370,3.0,4,3,2
115482,138373,2.33,1,0,1
115485,138373,1.67,3,0,2
115486,138373,2.33,1,0,1
115487,138374,2.33,5,4,4
115488,138375,2.67,3,2,2
115494,138376,1.67,1,0,0
115497,138377,2.0,4,2,2
115498,138377,1.67,4,2,1
115500,138377,2.67,3,2,3
115502,138378,2.0,4,3,4
115503,138379,1.67,1,1,0
115504,138380,2.33,5,4,4
115516,138382,1.67,3,0,0
115518,138382,2.33,3,0,0
115520,138382,1.67,1,0,0
115530,138384,3.0,2,2,0
115534,138386,3.0,3,3,3
115536,138387,3.0,3,3,3
115537,138387,2.67,3,3,3
115539,138387,2.33,4,3,3
115542,138388,2.67,2,2,2
115549,138392,3.0,2,2,2
115557,138395,3.0,3,3,3
115558,138396,2.0,3,2,1
115563,138400,2.67,1,1,0
115566,138402,2.67,2,2,2
115575,138406,2.0,1,0,0
115577,138406,2.67,2,1,0
115580,138408,3.0,3,2,0
115586,138411,2.67,3,2,0
115593,138414,2.67,3,2,2
115596,138414,2.67,3,2,2
115598,138414,2.0,3,1,2
115600,138416,2.67,3,2,2
115602,138418,1.67,2,1,1
115612,138423,2.0,3,2,1
115613,138424,3.0,2,2,2
115614,138425,3.0,3,3,3
115615,138426,2.0,3,2,2
115616,138427,2.67,3,1,1
115617,138428,3.0,3,2,2
115619,138429,3.0,2,2,0
115623,138432,2.33,5,3,3
115624,138432,2.67,2,2,2
115625,138432,2.0,4,3,3
115627,138432,2.33,4,3,3
115630,138432,2.0,3,2,2
115632,138433,3.0,3,2,2
115639,138437,2.0,4,2,2
115640,138437,2.33,2,1,1
115642,138438,2.0,3,3,2
115649,138440,3.0,2,2,2
115651,138441,3.0,2,2,1
115654,138442,2.0,6,2,3
115657,138443,1.67,1,1,1
115659,138445,3.0,3,3,3
115661,138447,1.33,4,3,3
115663,138448,2.67,3,3,2
115664,138449,3.0,5,4,5
115665,138449,2.33,2,2,2
115666,138450,3.0,1,1,1
115667,138450,1.33,1,0,0
115670,138451,3.0,2,1,1
115672,138453,2.67,2,2,2
115674,138454,2.67,3,3,2
115675,138455,2.67,2,2,2
115678,138455,3.0,3,3,2
115679,138455,2.33,5,4,3
115683,138455,2.0,5,2,2
115686,138456,3.0,3,2,2
115694,138459,3.0,1,1,0
115698,138462,2.33,2,2,2
115706,138464,2.67,2,2,2
115708,138464,3.0,4,4,4
115709,138465,2.0,4,3,3
115713,138467,2.67,4,2,2
115714,138468,3.0,2,2,1
115715,138468,1.33,3,2,1
115722,138472,2.67,5,4,4
115723,138473,2.33,2,2,2
115726,138474,2.67,3,1,1
115728,138476,3.0,2,2,2
115729,138476,2.0,5,3,2
115733,138477,2.33,4,1,0
115734,138477,2.33,2,0,0
115737,138478,1.33,4,1,3
115750,138479,2.67,4,3,3
115751,138480,2.67,2,0,0
115755,138483,2.33,2,2,1
115757,138484,2.0,2,2,2
115759,138486,3.0,2,1,0
115760,138486,2.67,4,3,3
115762,138487,1.67,1,1,0
115763,138488,1.67,4,3,0
115769,138489,1.67,3,2,3
115773,138491,3.0,4,4,3
115777,138494,1.0,4,2,0
115778,138495,3.0,4,2,1
115779,138495,2.33,5,3,2
115783,138496,2.33,5,4,5
115786,138496,2.33,3,2,3
115787,138497,2.33,2,2,0
115789,138499,2.33,6,3,4
115791,138499,1.0,4,1,2
115793,138499,2.33,5,3,3
115801,138499,2.33,4,2,2
115804,138501,2.67,2,2,2
115805,138502,2.67,2,1,1
115807,138503,3.0,5,4,5
115808,138504,3.0,2,2,1
115813,138507,2.67,2,2,2
115814,138508,3.0,3,2,1
115815,138508,3.0,5,4,3
115817,138509,1.0,3,2,2
115818,138510,3.0,2,2,2
115820,138510,2.67,3,2,2
115824,138513,3.0,4,4,4
115829,138513,1.33,3,2,2
115833,138514,3.0,3,1,2
115834,138514,2.33,1,1,0
115840,138517,2.33,5,5,3
115841,138517,2.33,5,5,2
115842,138518,2.67,6,2,4
115843,138518,2.67,5,4,4
115846,138520,2.67,1,0,0
115848,138522,2.67,3,3,2
115853,138524,3.0,4,4,4
115858,138526,2.33,3,2,1
115859,138527,3.0,3,1,2
115860,138528,3.0,3,3,3
115861,138529,2.33,3,3,3
115868,138530,3.0,1,0,1
115870,138532,3.0,3,3,1
115872,138533,2.67,2,2,2
115873,138533,2.33,3,1,1
115875,138535,2.67,2,2,2
115877,138536,3.0,3,3,3
115882,138538,3.0,4,3,3
115884,138538,2.0,6,3,3
115886,138538,2.67,3,2,3
115887,138539,3.0,3,3,3
115893,138543,2.67,4,3,2
115897,138546,3.0,3,3,2
115902,138548,3.0,3,3,2
115903,138548,2.33,7,5,5
115908,138551,3.0,3,3,2
115910,138552,2.0,3,2,2
115913,138554,3.0,3,3,3
115914,138554,2.0,3,2,2
115915,138554,3.0,2,1,1
115916,138555,2.0,1,1,0
115919,138558,3.0,2,2,1
115924,138562,3.0,2,1,1
115925,138562,2.67,2,1,1
115926,138562,2.33,3,3,3
115939,138565,2.67,4,2,2
115940,138565,2.67,3,2,2
115943,138567,2.67,2,2,2
115945,138569,3.0,1,1,1
115946,138570,2.67,4,4,3
115958,138574,3.0,2,0,0
115959,138574,2.33,2,1,2
115961,138574,2.0,2,0,1
115962,138575,2.33,2,2,2
115970,138577,2.0,4,2,1
115971,138577,2.67,2,2,2
115972,138578,2.67,4,4,1
115973,138578,2.33,5,4,3
115975,138580,3.0,3,1,1
115977,138581,3.0,2,0,2
115978,138581,2.67,3,0,0
115983,138583,2.33,3,1,1
115986,138583,2.0,3,1,1
115987,138584,3.0,2,2,2
115988,138584,2.0,2,1,1
115992,138586,2.67,2,2,2
115996,138589,2.67,4,2,3
115998,138589,2.33,2,1,2
116001,138591,3.0,3,3,3
116005,138592,2.67,5,4,4
116006,138592,2.33,3,2,2
116019,138594,3.0,2,1,1
116025,138596,3.0,2,2,2
116027,138597,2.0,3,3,3
116030,138599,2.33,4,3,3
116032,138601,1.67,6,2,3
116035,138601,2.0,2,2,1
116037,138602,1.33,3,1,1
116044,138603,1.33,3,2,1
116048,138605,2.33,2,1,2
116051,138606,3.0,3,2,2
116052,138607,2.67,2,2,1
116053,138608,3.0,2,2,2
116054,138609,2.0,1,1,0
116056,138610,3.0,3,3,3
116059,138612,2.0,3,2,2
116064,138617,1.33,4,2,2
116072,138619,2.0,4,3,3
116073,138619,2.33,2,2,2
116074,138619,2.0,5,2,5
116075,138620,2.67,1,1,1
116085,138625,3.0,3,3,3
116087,138625,2.33,3,2,2
116093,138630,3.0,2,1,1
116094,138631,1.0,3,2,2
116098,138631,2.67,3,2,2
116100,138631,1.0,4,2,2
116101,138631,2.33,5,3,3
116108,138636,2.33,5,3,4
116109,138637,3.0,4,4,3
116120,138641,2.67,3,1,2
116121,138641,1.0,1,0,0
116128,138644,3.0,2,2,0
116130,138645,3.0,2,2,2
116131,138646,3.0,3,3,3
116132,138647,2.33,3,1,1
116133,138647,2.0,3,2,2
116135,138648,2.67,3,3,3
116137,138649,2.67,6,3,3
116139,138651,2.0,2,1,2
116140,138652,2.0,4,3,1
116142,138653,3.0,5,4,3
116143,138654,3.0,7,7,4
116144,138655,2.33,2,2,2
116145,138655,2.33,3,2,2
116147,138655,3.0,6,5,5
116149,138656,3.0,1,1,1
116150,138657,2.33,2,2,2
116157,138662,3.0,2,2,2
116159,138663,2.33,4,2,2
116163,138663,2.33,2,1,2
116165,138664,2.33,2,2,2
116166,138665,3.0,1,1,0
116167,138665,3.0,5,4,3
116169,138666,2.0,1,0,0
116170,138667,2.33,3,3,2
116172,138667,2.33,3,2,2
116175,138667,2.33,2,0,2
116180,138669,3.0,2,2,2
116182,138671,2.33,3,2,2
116183,138671,2.0,2,2,1
116184,138672,2.67,2,2,2
116185,138672,3.0,3,3,3
116189,138673,2.33,4,1,2
116192,138673,3.0,4,3,2
116197,138674,2.33,4,2,4
116199,138675,2.0,4,2,2
116202,138676,3.0,2,2,1
116211,138678,2.0,3,1,2
116212,138679,2.33,3,3,3
116215,138681,2.33,2,0,0
116220,138684,1.33,2,1,2
116221,138685,3.0,2,2,1
116227,138686,3.0,4,3,4
116229,138687,3.0,4,4,4
116233,138689,3.0,3,3,3
116234,138689,1.0,4,2,2
116237,138690,2.67,2,2,2
116242,138691,1.67,3,2,2
116244,138692,3.0,3,1,2
116245,138693,2.33,2,1,1
116247,138694,2.0,5,3,3
116248,138694,2.33,3,3,3
116250,138694,2.33,4,2,2
116252,138695,3.0,3,3,3
116253,138696,3.0,4,3,3
116256,138698,1.0,1,0,0
116257,138698,2.0,1,1,1
116258,138698,3.0,3,2,2
116259,138699,1.67,5,2,5
116261,138699,3.0,2,1,1
116266,138702,2.67,3,1,1
116269,138705,3.0,5,3,4
116271,138705,2.67,2,1,1
116283,138708,3.0,4,4,4
116284,138709,2.67,2,2,2
116286,138710,2.0,2,1,0
116287,138710,2.33,4,4,3
116290,138712,2.67,3,3,2
116292,138714,2.33,3,2,2
116295,138714,3.0,4,4,3
116298,138716,2.67,3,3,1
116299,138717,2.67,2,2,2
116307,138721,3.0,1,0,0
116318,138725,3.0,2,2,2
116319,138726,1.67,4,0,2
116322,138727,2.33,4,1,4
116325,138727,2.33,6,4,4
116331,138728,2.33,2,0,0
116333,138729,2.0,2,2,2
116336,138731,2.0,2,2,1
116341,138734,2.67,2,1,2
116344,138734,2.67,3,2,2
116345,138735,2.33,2,2,1
116351,138738,2.0,2,0,1
116352,138739,2.67,2,2,1
116355,138741,2.33,4,3,2
116359,138742,3.0,2,2,2
116360,138743,3.0,4,4,4
116363,138745,2.0,4,3,3
116365,138746,2.0,8,8,7
116368,138747,1.67,3,2,0
116369,138748,3.0,2,2,2
116370,138749,2.33,2,0,1
116372,138750,2.33,4,3,2
116379,138755,3.0,3,3,3
116382,138756,2.0,3,0,0
116384,138757,2.67,4,3,3
116387,138758,2.0,3,3,3
116390,138759,1.33,3,2,2
116395,138761,1.67,3,1,1
116397,138762,3.0,2,2,2
116401,138765,3.0,2,1,1
116406,138767,2.0,2,1,0
116411,138771,3.0,3,3,3
116413,138771,3.0,2,1,1
116419,138774,2.67,2,2,2
116430,138777,2.33,2,1,1
116433,138778,1.0,2,1,1
116436,138781,2.0,3,2,2
116440,138781,3.0,3,3,3
116443,138783,2.33,3,2,2
116444,138783,3.0,3,2,3
116445,138784,3.0,2,2,1
116447,138785,2.33,2,2,2
116449,138786,2.67,3,2,2
116455,138788,3.0,2,2,2
116457,138789,2.33,4,4,3
116459,138790,2.67,4,4,4
116461,138791,2.67,2,1,1
116462,138791,2.33,3,3,3
116467,138792,3.0,1,0,0
116468,138793,3.0,3,1,2
116474,138796,3.0,2,2,2
116476,138797,2.67,2,2,2
116478,138799,3.0,2,2,1
116480,138800,3.0,8,8,5
116481,138800,2.67,5,3,3
116483,138800,2.33,4,4,4
116486,138802,2.67,3,2,2
116490,138803,2.33,3,2,1
116498,138807,3.0,2,2,2
116499,138808,2.67,3,2,2
116500,138809,3.0,2,2,2
116501,138809,1.67,2,1,1
116509,138816,2.67,2,2,2
116510,138817,3.0,2,1,1
116512,138819,2.67,5,4,3
116515,138821,3.0,2,2,2
116516,138822,2.33,7,5,6
116517,138822,2.33,5,4,5
116518,138823,2.67,1,1,1
116523,138826,2.67,2,2,2
116525,138827,2.33,3,2,2
116529,138830,1.67,4,1,1
116530,138830,3.0,2,2,2
116534,138833,3.0,2,2,2
116536,138835,3.0,2,2,2
116538,138837,2.67,5,4,2
116542,138839,2.33,3,1,2
116544,138839,2.33,3,1,3
116551,138842,1.67,3,2,2
116552,138842,2.0,3,2,2
116558,138844,2.67,2,1,1
116559,138844,2.67,1,0,0
116563,138847,2.67,3,2,1
116567,138850,2.0,3,3,3
116572,138854,3.0,3,3,3
116573,138854,2.33,6,5,4
116578,138856,3.0,3,3,2
116583,138859,2.67,2,2,1
116584,138860,1.33,3,3,3
116586,138861,3.0,4,4,4
116589,138863,3.0,4,4,4
116594,138866,2.33,6,5,2
116597,138868,2.67,4,3,3
116601,138870,2.33,2,2,2
116607,138874,2.67,3,3,3
116611,138875,1.33,4,3,3
116617,138876,3.0,2,1,1
116618,138876,3.0,3,2,2
116620,138877,3.0,3,3,3
116622,138878,1.67,1,1,1
116623,138879,2.0,5,4,4
116629,138880,3.0,2,2,2
116633,138882,2.0,3,3,2
116634,138883,2.0,3,1,1
116637,138883,2.67,3,2,2
116650,138891,2.67,2,0,0
116653,138892,2.67,4,2,2
116656,138895,2.33,2,2,1
116660,138896,1.0,2,0,0
116661,138897,3.0,2,2,2
116664,138898,2.33,3,1,1
116665,138899,3.0,2,1,2
116676,138901,2.33,3,0,3
116677,138901,3.0,2,1,1
116679,138901,3.0,2,2,2
116680,138901,3.0,2,0,1
116688,138905,1.33,5,2,2
116690,138905,2.67,4,3,4
116693,138905,2.0,2,1,1
116699,138909,2.67,4,4,4
116704,138911,2.67,5,4,2
116705,138911,2.67,3,3,2
116708,138912,3.0,4,4,3
116709,138913,3.0,3,3,3
116713,138915,3.0,3,2,2
116714,138915,2.33,3,2,2
116715,138915,2.67,3,3,3
116717,138917,2.0,3,0,2
116718,138917,2.67,4,3,4
116722,138919,2.0,4,3,3
116724,138919,2.0,2,0,0
116725,138920,1.0,2,2,2
116734,138925,3.0,3,3,3
116735,138926,3.0,5,3,3
116736,138926,2.33,3,2,3
116740,138928,2.67,1,1,0
116742,138930,2.0,4,3,3
116749,138935,3.0,2,2,2
116755,138941,3.0,3,1,3
116758,138942,3.0,4,3,3
116761,138944,3.0,2,2,2
116762,138945,2.33,3,2,2
116766,138947,2.67,3,1,0
116768,138947,2.67,3,0,1
116771,138948,3.0,2,2,2
116773,138949,1.67,4,3,0
116775,138950,3.0,3,3,3
116776,138951,2.0,4,3,3
116778,138951,3.0,4,2,3
116779,138952,1.0,2,1,1
116782,138954,1.0,1,0,0
116785,138956,2.67,2,0,0
116789,138958,2.33,4,3,2
116791,138960,3.0,3,3,3
116792,138960,2.0,7,4,5
116794,138961,2.0,5,4,4
116796,138962,2.67,2,2,1
116800,138963,3.0,2,1,2
116804,138965,3.0,2,2,1
116806,138967,3.0,3,2,3
116808,138967,3.0,2,2,2
116812,138971,3.0,2,2,2
116813,138972,3.0,2,2,2
116817,138973,1.67,5,4,4
116818,138974,2.0,1,1,1
116821,138976,2.33,5,3,3
116823,138977,1.67,6,2,3
116830,138979,1.67,1,0,1
116832,138980,2.33,3,0,2
116834,138981,3.0,2,1,1
116842,138984,1.33,4,3,3
116843,138984,2.67,2,2,1
116845,138985,2.67,2,2,2
116850,138987,3.0,2,2,2
116851,138988,3.0,4,3,3
116852,138988,2.67,7,5,5
116853,138988,2.67,6,5,6
116858,138990,3.0,3,3,2
116862,138993,3.0,2,2,2
116863,138994,2.33,3,3,3
116865,138995,2.0,5,4,4
116869,138996,2.33,2,2,2
116870,138997,3.0,2,2,2
116871,138998,3.0,3,2,2
116873,138999,3.0,3,3,2
116880,139003,1.67,3,2,2
116885,139006,1.67,1,1,0
116886,139007,1.67,3,3,2
116891,139008,2.0,3,1,2
116895,139008,1.67,5,1,2
116896,139008,2.0,4,2,2
116897,139009,2.67,3,0,0
116899,139009,2.33,2,1,1
116900,139009,2.33,3,1,1
116902,139010,3.0,4,4,4
116905,139011,2.33,2,1,1
116912,139011,1.67,3,1,1
116913,139011,2.67,4,1,2
116914,139012,2.67,2,1,1
116915,139012,2.0,4,3,1
116917,139013,2.0,3,1,1
116918,139013,1.0,5,3,4
116919,139014,1.33,4,2,2
116922,139015,2.33,2,0,1
116923,139016,2.33,4,3,2
116929,139018,3.0,2,1,1
116931,139018,2.0,2,0,1
116938,139020,3.0,3,2,3
116939,139020,2.33,4,3,2
116940,139020,2.67,3,2,1
116944,139020,2.0,4,2,2
116945,139020,1.67,3,2,2
116948,139021,2.33,3,3,3
116949,139022,1.67,3,2,2
116953,139023,3.0,5,3,4
116956,139025,3.0,2,1,1
116957,139025,2.67,2,1,1
116958,139025,3.0,2,0,0
116963,139026,3.0,1,1,1
116964,139027,3.0,3,2,3
116965,139028,3.0,2,2,2
116966,139029,3.0,3,2,3
116967,139030,2.0,5,3,3
116968,139030,2.33,2,1,1
116971,139030,2.33,8,6,8
116973,139031,2.33,2,1,1
116976,139033,3.0,2,1,2
116979,139034,1.0,3,2,2
116980,139034,2.0,6,3,3
116982,139035,1.67,2,2,2
116983,139036,2.0,3,2,1
116984,139037,2.33,6,2,1
116985,139037,1.33,3,0,1
116987,139037,3.0,1,1,0
116990,139038,3.0,3,2,3
116991,139039,2.67,5,4,4
116992,139039,2.67,5,4,4
117000,139044,2.33,3,3,3
117006,139048,3.0,3,3,3
117007,139048,1.0,4,2,3
117008,139049,2.67,2,1,1
117014,139051,1.67,1,0,0
117016,139052,2.67,5,3,3
117018,139052,2.33,3,2,2
117020,139053,2.67,2,2,2
117022,139055,1.67,1,0,0
117024,139056,2.0,2,2,2
117025,139057,2.0,2,1,1
117027,139057,2.67,4,2,2
117028,139057,2.33,3,3,3
117030,139058,2.0,3,1,0
117031,139059,2.67,6,2,2
117036,139061,2.0,4,2,1
117040,139063,2.0,4,2,2
117043,139066,1.33,2,0,0
117044,139066,2.67,2,1,2
117045,139066,2.0,5,1,2
117056,139068,2.33,3,2,2
117058,139069,2.67,5,3,5
117059,139069,2.67,2,2,2
117061,139070,1.67,2,1,1
117062,139071,2.0,1,1,0
117064,139073,2.67,4,3,4
117065,139073,2.0,3,1,1
117066,139074,3.0,4,4,4
117070,139076,2.0,1,0,0
117075,139077,3.0,5,4,4
117076,139078,2.67,2,2,2
117077,139079,2.0,2,1,1
117079,139079,2.33,3,3,2
117082,139082,2.67,2,2,2
117084,139082,2.25,4,3,3
117087,139083,2.33,2,1,2
117091,139085,2.67,3,2,2
117093,139087,3.0,4,4,4
117095,139088,2.67,3,3,3
117097,139089,1.33,3,1,1
117098,139089,2.33,3,0,0
117101,139090,1.67,2,0,1
117102,139090,2.67,2,1,1
117105,139091,2.33,5,3,3
117106,139092,1.67,1,1,1
117107,139093,3.0,3,2,2
117108,139094,2.33,2,2,2
117109,139095,2.67,2,2,1
117110,139095,2.0,3,2,0
117112,139097,2.0,3,2,0
117114,139097,3.0,2,1,2
117119,139100,2.67,1,1,1
117120,139100,1.0,2,0,0
117121,139100,2.67,3,2,2
